"id","quarter","decade","casualties"
1262,"Q3","Past_Decade","Negative"
1264,"Q3","Past_Decade","Positive"
1267,"Q3","Past_Decade","Negative"
1269,"Q3","Past_Decade","Negative"
1270,"Q3","Past_Decade","Positive"
1271,"Q3","Past_Decade","Negative"
1272,"Q3","Past_Decade","Positive"
1274,"Q3","Past_Decade","Negative"
1275,"Q3","Past_Decade","Negative"
1276,"Q3","Past_Decade","Positive"
1280,"Q3","Past_Decade","Positive"
1281,"Q3","Past_Decade","Positive"
1282,"Q3","Past_Decade","Negative"
1283,"Q3","Past_Decade","Positive"
1286,"Q3","Past_Decade","Negative"
1287,"Q3","Past_Decade","Negative"
1289,"Q3","Past_Decade","Positive"
1290,"Q3","Past_Decade","Positive"
1292,"Q3","Past_Decade","Negative"
1299,"Q3","Past_Decade","Positive"
1301,"Q3","Past_Decade","Positive"
1302,"Q3","Past_Decade","Positive"
1303,"Q3","Past_Decade","Positive"
1306,"Q3","Past_Decade","Negative"
1307,"Q3","Past_Decade","Positive"
1308,"Q3","Past_Decade","Positive"
1314,"Q4","Past_Decade","Negative"
1315,"Q4","Past_Decade","Negative"
1316,"Q4","Past_Decade","Positive"
1317,"Q4","Past_Decade","Positive"
1320,"Q4","Past_Decade","Positive"
1325,"Q4","Past_Decade","Positive"
1327,"Q4","Past_Decade","Negative"
1330,"Q4","Past_Decade","Positive"
1331,"Q4","Past_Decade","Positive"
1333,"Q4","Past_Decade","Negative"
1339,"Q4","Past_Decade","Negative"
1340,"Q4","Past_Decade","Positive"
1341,"Q4","Past_Decade","Negative"
1342,"Q4","Past_Decade","Negative"
1345,"Q4","Past_Decade","Negative"
1346,"Q4","Past_Decade","Negative"
1347,"Q4","Past_Decade","Negative"
1348,"Q4","Past_Decade","Positive"
1349,"Q4","Past_Decade","Negative"
1351,"Q4","Past_Decade","Positive"
1353,"Q4","Past_Decade","Positive"
1355,"Q4","Past_Decade","Positive"
1356,"Q4","Past_Decade","Positive"
1358,"Q4","Past_Decade","Negative"
1362,"Q4","Past_Decade","Negative"
1363,"Q4","Past_Decade","Negative"
1364,"Q4","Past_Decade","Negative"
1366,"Q1","Past_Decade","Negative"
1369,"Q1","Past_Decade","Positive"
1370,"Q1","Past_Decade","Positive"
1372,"Q1","Past_Decade","Negative"
1374,"Q1","Past_Decade","Negative"
1375,"Q1","Past_Decade","Positive"
1376,"Q1","Past_Decade","Positive"
1378,"Q1","Past_Decade","Negative"
1379,"Q1","Past_Decade","Positive"
1381,"Q1","Past_Decade","Negative"
1382,"Q1","Past_Decade","Negative"
1385,"Q1","Past_Decade","Negative"
1386,"Q1","Past_Decade","Positive"
1389,"Q1","Past_Decade","Negative"
1391,"Q1","Past_Decade","Negative"
1394,"Q1","Past_Decade","Negative"
1395,"Q1","Past_Decade","Negative"
1397,"Q1","Past_Decade","Negative"
1398,"Q1","Past_Decade","Negative"
1399,"Q1","Past_Decade","Positive"
1400,"Q1","Past_Decade","Positive"
1401,"Q1","Past_Decade","Positive"
1402,"Q1","Past_Decade","Negative"
1403,"Q1","Past_Decade","Negative"
1404,"Q1","Past_Decade","Positive"
1405,"Q1","Past_Decade","Negative"
1407,"Q1","Past_Decade","Negative"
1408,"Q2","Past_Decade","Positive"
1410,"Q2","Past_Decade","Positive"
1411,"Q2","Past_Decade","Negative"
1412,"Q2","Past_Decade","Positive"
1414,"Q2","Past_Decade","Negative"
1415,"Q2","Past_Decade","Negative"
1416,"Q2","Past_Decade","Negative"
1417,"Q2","Past_Decade","Negative"
1418,"Q2","Past_Decade","Positive"
1419,"Q2","Past_Decade","Positive"
1421,"Q2","Past_Decade","Positive"
1423,"Q2","Past_Decade","Positive"
1424,"Q2","Past_Decade","Negative"
1425,"Q2","Past_Decade","Positive"
1426,"Q2","Past_Decade","Negative"
1428,"Q2","Past_Decade","Negative"
1431,"Q2","Past_Decade","Negative"
1432,"Q2","Past_Decade","Positive"
1433,"Q2","Past_Decade","Positive"
1434,"Q2","Past_Decade","Negative"
1435,"Q2","Past_Decade","Negative"
1436,"Q2","Past_Decade","Positive"
1437,"Q2","Past_Decade","Negative"
1439,"Q2","Past_Decade","Positive"
1441,"Q2","Past_Decade","Negative"
1443,"Q2","Past_Decade","Negative"
1444,"Q2","Past_Decade","Negative"
1446,"Q2","Past_Decade","Negative"
1447,"Q2","Past_Decade","Positive"
1448,"Q2","Past_Decade","Positive"
1450,"Q2","Past_Decade","Negative"
1452,"Q2","Past_Decade","Positive"
1453,"Q2","Past_Decade","Negative"
1459,"Q2","Past_Decade","Negative"
1464,"Q3","Past_Decade","Negative"
1465,"Q3","Past_Decade","Positive"
1466,"Q3","Past_Decade","Negative"
1468,"Q3","Past_Decade","Positive"
1469,"Q3","Past_Decade","Negative"
1470,"Q3","Past_Decade","Positive"
1472,"Q3","Past_Decade","Negative"
1474,"Q3","Past_Decade","Negative"
1476,"Q3","Past_Decade","Positive"
1477,"Q3","Past_Decade","Negative"
1478,"Q3","Past_Decade","Positive"
1479,"Q3","Past_Decade","Positive"
1481,"Q3","Past_Decade","Negative"
1482,"Q3","Past_Decade","Positive"
1483,"Q3","Past_Decade","Negative"
1486,"Q3","Past_Decade","Negative"
1487,"Q3","Past_Decade","Negative"
1488,"Q3","Past_Decade","Negative"
1489,"Q3","Past_Decade","Negative"
1491,"Q3","Past_Decade","Negative"
1493,"Q3","Past_Decade","Negative"
1495,"Q3","Past_Decade","Positive"
1498,"Q3","Past_Decade","Negative"
1499,"Q3","Past_Decade","Positive"
1501,"Q3","Past_Decade","Positive"
1502,"Q3","Past_Decade","Positive"
1505,"Q3","Past_Decade","Negative"
1508,"Q3","Past_Decade","Positive"
1513,"Q3","Past_Decade","Negative"
1514,"Q3","Past_Decade","Negative"
1515,"Q3","Past_Decade","Positive"
1516,"Q3","Past_Decade","Negative"
1519,"Q3","Past_Decade","Negative"
1521,"Q3","Past_Decade","Positive"
1522,"Q3","Past_Decade","Positive"
1523,"Q3","Past_Decade","Positive"
1524,"Q3","Past_Decade","Negative"
1525,"Q3","Past_Decade","Positive"
1527,"Q3","Past_Decade","Negative"
1531,"Q3","Past_Decade","Positive"
1532,"Q3","Past_Decade","Negative"
1535,"Q3","Past_Decade","Negative"
1536,"Q3","Past_Decade","Positive"
1537,"Q3","Past_Decade","Negative"
1539,"Q3","Past_Decade","Positive"
1541,"Q3","Past_Decade","Positive"
1544,"Q3","Past_Decade","Positive"
1545,"Q3","Past_Decade","Positive"
1546,"Q3","Past_Decade","Positive"
1547,"Q3","Past_Decade","Positive"
1548,"Q3","Past_Decade","Negative"
1549,"Q3","Past_Decade","Positive"
1550,"Q3","Past_Decade","Negative"
1552,"Q3","Past_Decade","Positive"
1553,"Q3","Past_Decade","Negative"
1556,"Q3","Past_Decade","Positive"
1558,"Q3","Past_Decade","Negative"
1559,"Q3","Past_Decade","Positive"
1561,"Q4","Past_Decade","Positive"
1562,"Q4","Past_Decade","Negative"
1563,"Q4","Past_Decade","Negative"
1564,"Q4","Past_Decade","Positive"
1565,"Q4","Past_Decade","Positive"
1567,"Q4","Past_Decade","Positive"
1569,"Q4","Past_Decade","Positive"
1578,"Q4","Past_Decade","Positive"
1579,"Q4","Past_Decade","Positive"
1580,"Q4","Past_Decade","Negative"
1581,"Q4","Past_Decade","Negative"
1582,"Q4","Past_Decade","Negative"
1583,"Q4","Past_Decade","Positive"
1584,"Q4","Past_Decade","Positive"
1585,"Q4","Past_Decade","Negative"
1586,"Q4","Past_Decade","Negative"
1588,"Q4","Past_Decade","Positive"
1591,"Q4","Past_Decade","Negative"
1596,"Q4","Past_Decade","Positive"
1597,"Q4","Past_Decade","Positive"
1598,"Q4","Past_Decade","Positive"
1600,"Q4","Past_Decade","Positive"
1601,"Q4","Past_Decade","Negative"
1602,"Q4","Past_Decade","Positive"
1604,"Q4","Past_Decade","Positive"
1605,"Q4","Past_Decade","Negative"
1606,"Q4","Past_Decade","Negative"
1609,"Q4","Past_Decade","Positive"
1610,"Q4","Past_Decade","Positive"
1611,"Q4","Past_Decade","Positive"
1612,"Q4","Past_Decade","Negative"
1614,"Q4","Past_Decade","Positive"
1618,"Q4","Past_Decade","Positive"
1620,"Q4","Past_Decade","Positive"
1621,"Q4","Past_Decade","Negative"
1622,"Q4","Past_Decade","Negative"
1623,"Q4","Past_Decade","Positive"
1624,"Q4","Past_Decade","Negative"
1629,"Q1","Past_Decade","Positive"
1631,"Q1","Past_Decade","Negative"
1632,"Q1","Past_Decade","Positive"
1635,"Q1","Past_Decade","Positive"
1638,"Q1","Past_Decade","Positive"
1640,"Q1","Past_Decade","Positive"
1641,"Q1","Past_Decade","Negative"
1642,"Q1","Past_Decade","Positive"
1643,"Q1","Past_Decade","Positive"
1644,"Q1","Past_Decade","Positive"
1646,"Q1","Past_Decade","Positive"
1648,"Q1","Past_Decade","Negative"
1649,"Q1","Past_Decade","Positive"
1651,"Q1","Past_Decade","Positive"
1652,"Q1","Past_Decade","Negative"
1653,"Q1","Past_Decade","Negative"
1655,"Q1","Past_Decade","Negative"
1657,"Q1","Past_Decade","Negative"
1659,"Q1","Past_Decade","Negative"
1661,"Q1","Past_Decade","Positive"
1662,"Q1","Past_Decade","Positive"
1664,"Q1","Past_Decade","Negative"
1666,"Q1","Past_Decade","Positive"
1667,"Q1","Past_Decade","Negative"
1669,"Q2","Past_Decade","Negative"
1670,"Q2","Past_Decade","Negative"
1671,"Q2","Past_Decade","Positive"
1673,"Q2","Past_Decade","Positive"
1674,"Q2","Past_Decade","Positive"
1675,"Q2","Past_Decade","Positive"
1678,"Q2","Past_Decade","Positive"
1683,"Q2","Past_Decade","Positive"
1684,"Q2","Past_Decade","Positive"
1685,"Q2","Past_Decade","Negative"
1686,"Q2","Past_Decade","Negative"
1689,"Q2","Past_Decade","Negative"
1693,"Q2","Past_Decade","Negative"
1695,"Q2","Past_Decade","Positive"
1697,"Q2","Past_Decade","Positive"
1698,"Q2","Past_Decade","Negative"
1701,"Q2","Past_Decade","Negative"
1702,"Q2","Past_Decade","Positive"
1703,"Q2","Past_Decade","Positive"
1704,"Q2","Past_Decade","Positive"
1705,"Q2","Past_Decade","Negative"
1708,"Q2","Past_Decade","Negative"
1712,"Q2","Past_Decade","Negative"
1713,"Q2","Past_Decade","Positive"
1714,"Q2","Past_Decade","Negative"
1715,"Q2","Past_Decade","Negative"
1719,"Q2","Past_Decade","Negative"
1720,"Q2","Past_Decade","Negative"
1721,"Q2","Past_Decade","Positive"
1723,"Q2","Past_Decade","Negative"
1725,"Q3","Past_Decade","Positive"
1726,"Q3","Past_Decade","Positive"
1729,"Q3","Past_Decade","Positive"
1730,"Q3","Past_Decade","Negative"
1731,"Q3","Past_Decade","Negative"
1733,"Q3","Past_Decade","Negative"
1735,"Q3","Past_Decade","Positive"
1737,"Q3","Past_Decade","Positive"
1738,"Q3","Past_Decade","Negative"
1739,"Q3","Past_Decade","Negative"
1746,"Q3","Past_Decade","Negative"
1748,"Q3","Past_Decade","Negative"
1751,"Q3","Past_Decade","Negative"
1753,"Q3","Past_Decade","Negative"
1754,"Q3","Past_Decade","Positive"
1756,"Q3","Past_Decade","Negative"
1758,"Q3","Past_Decade","Positive"
1760,"Q3","Past_Decade","Positive"
1763,"Q3","Past_Decade","Positive"
1764,"Q3","Past_Decade","Positive"
1766,"Q3","Past_Decade","Negative"
1767,"Q3","Past_Decade","Positive"
1769,"Q3","Past_Decade","Positive"
1770,"Q3","Past_Decade","Negative"
1771,"Q3","Past_Decade","Negative"
1772,"Q3","Past_Decade","Negative"
1773,"Q3","Past_Decade","Negative"
1775,"Q3","Past_Decade","Negative"
1779,"Q3","Past_Decade","Positive"
1780,"Q3","Past_Decade","Negative"
1781,"Q3","Past_Decade","Positive"
1782,"Q3","Past_Decade","Negative"
1783,"Q3","Past_Decade","Positive"
1784,"Q3","Past_Decade","Negative"
1789,"Q4","Past_Decade","Negative"
1793,"Q4","Past_Decade","Positive"
1794,"Q4","Past_Decade","Positive"
1795,"Q4","Past_Decade","Positive"
1796,"Q4","Past_Decade","Negative"
1797,"Q4","Past_Decade","Negative"
1799,"Q4","Past_Decade","Negative"
1800,"Q4","Past_Decade","Negative"
1801,"Q4","Past_Decade","Negative"
1802,"Q4","Past_Decade","Negative"
1803,"Q4","Past_Decade","Positive"
1806,"Q4","Past_Decade","Positive"
1807,"Q4","Past_Decade","Negative"
1809,"Q4","Past_Decade","Negative"
1810,"Q4","Past_Decade","Negative"
1811,"Q4","Past_Decade","Positive"
1812,"Q4","Past_Decade","Positive"
1813,"Q4","Past_Decade","Positive"
1816,"Q4","Past_Decade","Positive"
1817,"Q4","Past_Decade","Positive"
1818,"Q4","Past_Decade","Positive"
1823,"Q4","Past_Decade","Positive"
1825,"Q4","Past_Decade","Negative"
1828,"Q4","Past_Decade","Negative"
1829,"Q4","Past_Decade","Negative"
1830,"Q4","Past_Decade","Negative"
1833,"Q4","Past_Decade","Negative"
1834,"Q4","Past_Decade","Negative"
1835,"Q4","Past_Decade","Negative"
1836,"Q4","Past_Decade","Negative"
1837,"Q4","Past_Decade","Positive"
1838,"Q4","Past_Decade","Negative"
1839,"Q4","Past_Decade","Positive"
1841,"Q4","Past_Decade","Positive"
1842,"Q4","Past_Decade","Negative"
1843,"Q4","Past_Decade","Positive"
1844,"Q4","Past_Decade","Positive"
1845,"Q4","Past_Decade","Positive"
1846,"Q4","Past_Decade","Positive"
1847,"Q4","Past_Decade","Negative"
1848,"Q4","Past_Decade","Positive"
1849,"Q4","Past_Decade","Positive"
1854,"Q1","Past_Decade","Positive"
1856,"Q1","Past_Decade","Positive"
1859,"Q1","Past_Decade","Negative"
1860,"Q1","Past_Decade","Positive"
1861,"Q1","Past_Decade","Positive"
1862,"Q1","Past_Decade","Negative"
1863,"Q1","Past_Decade","Positive"
1864,"Q1","Past_Decade","Negative"
1865,"Q1","Past_Decade","Negative"
1866,"Q1","Past_Decade","Positive"
1868,"Q1","Past_Decade","Negative"
1870,"Q1","Past_Decade","Negative"
1873,"Q1","Past_Decade","Positive"
1874,"Q1","Past_Decade","Negative"
1875,"Q1","Past_Decade","Negative"
1877,"Q1","Past_Decade","Negative"
1879,"Q1","Past_Decade","Negative"
1881,"Q1","Past_Decade","Negative"
1882,"Q1","Past_Decade","Positive"
1887,"Q1","Past_Decade","Positive"
1890,"Q1","Past_Decade","Positive"
1891,"Q1","Past_Decade","Negative"
1892,"Q1","Past_Decade","Positive"
1893,"Q1","Past_Decade","Negative"
1896,"Q1","Past_Decade","Negative"
1897,"Q1","Past_Decade","Negative"
1899,"Q1","Past_Decade","Negative"
1901,"Q1","Past_Decade","Negative"
1902,"Q1","Past_Decade","Negative"
1903,"Q1","Past_Decade","Negative"
1904,"Q1","Past_Decade","Positive"
1905,"Q1","Past_Decade","Negative"
1908,"Q1","Past_Decade","Negative"
1909,"Q1","Past_Decade","Negative"
1910,"Q1","Past_Decade","Positive"
1912,"Q1","Past_Decade","Negative"
1915,"Q1","Past_Decade","Negative"
1918,"Q2","Past_Decade","Negative"
1920,"Q2","Past_Decade","Negative"
1922,"Q2","Past_Decade","Negative"
1927,"Q2","Past_Decade","Positive"
1928,"Q2","Past_Decade","Negative"
1929,"Q2","Past_Decade","Negative"
1930,"Q2","Past_Decade","Positive"
1931,"Q2","Past_Decade","Negative"
1932,"Q2","Past_Decade","Negative"
1933,"Q2","Past_Decade","Positive"
1934,"Q2","Past_Decade","Negative"
1935,"Q2","Past_Decade","Positive"
1936,"Q2","Past_Decade","Negative"
1938,"Q2","Past_Decade","Negative"
1941,"Q2","Past_Decade","Positive"
1943,"Q2","Past_Decade","Negative"
1944,"Q2","Past_Decade","Positive"
1945,"Q2","Past_Decade","Negative"
1947,"Q2","Past_Decade","Positive"
1949,"Q2","Past_Decade","Negative"
1950,"Q2","Past_Decade","Negative"
1951,"Q2","Past_Decade","Positive"
1952,"Q2","Past_Decade","Negative"
1954,"Q2","Past_Decade","Negative"
1955,"Q2","Past_Decade","Negative"
1956,"Q2","Past_Decade","Positive"
1957,"Q2","Past_Decade","Negative"
1958,"Q2","Past_Decade","Negative"
1961,"Q2","Past_Decade","Negative"
1962,"Q2","Past_Decade","Negative"
1963,"Q2","Past_Decade","Positive"
1964,"Q2","Past_Decade","Negative"
1966,"Q2","Past_Decade","Negative"
1970,"Q2","Past_Decade","Negative"
1971,"Q2","Past_Decade","Positive"
1974,"Q2","Past_Decade","Positive"
1976,"Q2","Past_Decade","Negative"
1979,"Q2","Past_Decade","Positive"
1981,"Q2","Past_Decade","Positive"
1982,"Q2","Past_Decade","Positive"
1983,"Q2","Past_Decade","Negative"
1984,"Q2","Past_Decade","Negative"
1985,"Q2","Past_Decade","Positive"
1987,"Q3","Past_Decade","Positive"
1988,"Q3","Past_Decade","Positive"
1992,"Q3","Past_Decade","Positive"
1993,"Q3","Past_Decade","Negative"
1994,"Q3","Past_Decade","Negative"
1995,"Q3","Past_Decade","Negative"
1996,"Q3","Past_Decade","Positive"
1997,"Q3","Past_Decade","Negative"
1999,"Q3","Past_Decade","Negative"
2000,"Q3","Past_Decade","Positive"
2001,"Q3","Past_Decade","Positive"
2002,"Q3","Past_Decade","Positive"
2003,"Q3","Past_Decade","Positive"
2004,"Q3","Past_Decade","Negative"
2006,"Q3","Past_Decade","Negative"
2007,"Q3","Past_Decade","Negative"
2008,"Q3","Past_Decade","Positive"
2009,"Q3","Past_Decade","Positive"
2011,"Q3","Past_Decade","Negative"
2012,"Q3","Past_Decade","Positive"
2013,"Q3","Past_Decade","Negative"
2014,"Q3","Past_Decade","Negative"
2015,"Q3","Past_Decade","Positive"
2017,"Q3","Past_Decade","Negative"
2018,"Q3","Past_Decade","Negative"
2019,"Q3","Past_Decade","Negative"
2022,"Q3","Past_Decade","Positive"
2024,"Q3","Past_Decade","Negative"
2025,"Q3","Past_Decade","Positive"
2026,"Q3","Past_Decade","Negative"
2028,"Q3","Past_Decade","Negative"
2029,"Q3","Past_Decade","Positive"
2030,"Q3","Past_Decade","Positive"
2031,"Q3","Past_Decade","Positive"
2032,"Q3","Past_Decade","Negative"
2033,"Q3","Past_Decade","Negative"
2036,"Q4","Past_Decade","Positive"
2037,"Q4","Past_Decade","Positive"
2040,"Q4","Past_Decade","Positive"
2042,"Q4","Past_Decade","Positive"
2048,"Q4","Past_Decade","Positive"
29,"Q1","Past_Decade","Positive"
48,"Q2","Past_Decade","Positive"
118,"Q3","Past_Decade","Positive"
395,"Q3","Past_Decade","Positive"
927,"Q2","Past_Decade","Positive"
1134,"Q1","Past_Decade","Positive"
1213,"Q2","Past_Decade","Positive"
1458,"Q2","Past_Decade","Negative"
1475,"Q3","Past_Decade","Negative"
1510,"Q3","Past_Decade","Negative"
1677,"Q2","Past_Decade","Positive"
1777,"Q3","Past_Decade","Negative"
1824,"Q4","Past_Decade","Negative"
1827,"Q4","Past_Decade","Positive"
1888,"Q1","Past_Decade","Positive"
1889,"Q1","Past_Decade","Negative"
1894,"Q1","Past_Decade","Positive"
1914,"Q1","Past_Decade","Negative"
2043,"Q4","Past_Decade","Negative"
2044,"Q4","Past_Decade","Positive"
2050,"Q4","Past_Decade","Positive"
2051,"Q4","Past_Decade","Positive"
2054,"Q4","Past_Decade","Negative"
2056,"Q4","Past_Decade","Positive"
2060,"Q4","Past_Decade","Negative"
2061,"Q4","Past_Decade","Negative"
2064,"Q4","Past_Decade","Negative"
2067,"Q4","Past_Decade","Negative"
2069,"Q4","Past_Decade","Negative"
2070,"Q4","Past_Decade","Negative"
2073,"Q1","Current_Decade","Negative"
2074,"Q1","Current_Decade","Negative"
2075,"Q1","Current_Decade","Positive"
2076,"Q1","Current_Decade","Negative"
2078,"Q1","Current_Decade","Positive"
2079,"Q1","Current_Decade","Positive"
2080,"Q1","Current_Decade","Positive"
2083,"Q1","Current_Decade","Negative"
2084,"Q1","Current_Decade","Positive"
2085,"Q1","Current_Decade","Negative"
2087,"Q1","Current_Decade","Positive"
2091,"Q1","Current_Decade","Positive"
2092,"Q1","Current_Decade","Positive"
2093,"Q1","Current_Decade","Positive"
2095,"Q1","Current_Decade","Negative"
2097,"Q1","Current_Decade","Positive"
2098,"Q1","Current_Decade","Positive"
2104,"Q1","Current_Decade","Negative"
2106,"Q1","Current_Decade","Positive"
2107,"Q1","Current_Decade","Positive"
2111,"Q1","Current_Decade","Negative"
2112,"Q1","Current_Decade","Negative"
2113,"Q1","Current_Decade","Negative"
2114,"Q1","Current_Decade","Positive"
2115,"Q1","Current_Decade","Negative"
2117,"Q1","Current_Decade","Positive"
2122,"Q2","Current_Decade","Positive"
2123,"Q2","Current_Decade","Negative"
2124,"Q2","Current_Decade","Positive"
2126,"Q2","Current_Decade","Negative"
2127,"Q2","Current_Decade","Negative"
2130,"Q2","Current_Decade","Negative"
2131,"Q2","Current_Decade","Negative"
2132,"Q2","Current_Decade","Positive"
2133,"Q2","Current_Decade","Negative"
2134,"Q2","Current_Decade","Positive"
2135,"Q2","Current_Decade","Positive"
2137,"Q2","Current_Decade","Positive"
2141,"Q2","Current_Decade","Negative"
2142,"Q2","Current_Decade","Negative"
2144,"Q2","Current_Decade","Negative"
2146,"Q2","Current_Decade","Positive"
2147,"Q2","Current_Decade","Negative"
2150,"Q2","Current_Decade","Negative"
2153,"Q2","Current_Decade","Positive"
2157,"Q2","Current_Decade","Negative"
2158,"Q2","Current_Decade","Negative"
2159,"Q2","Current_Decade","Negative"
2161,"Q2","Current_Decade","Positive"
2162,"Q2","Current_Decade","Negative"
2164,"Q2","Current_Decade","Negative"
2167,"Q2","Current_Decade","Positive"
2169,"Q2","Current_Decade","Negative"
2170,"Q3","Current_Decade","Positive"
2171,"Q3","Current_Decade","Negative"
2172,"Q3","Current_Decade","Negative"
2173,"Q3","Current_Decade","Positive"
2175,"Q3","Current_Decade","Negative"
2178,"Q3","Current_Decade","Positive"
2180,"Q3","Current_Decade","Negative"
2183,"Q3","Current_Decade","Positive"
2188,"Q3","Current_Decade","Negative"
2189,"Q3","Current_Decade","Negative"
2190,"Q3","Current_Decade","Negative"
2192,"Q3","Current_Decade","Positive"
2193,"Q3","Current_Decade","Negative"
2194,"Q3","Current_Decade","Negative"
2195,"Q3","Current_Decade","Negative"
2196,"Q3","Current_Decade","Negative"
2198,"Q3","Current_Decade","Positive"
2199,"Q3","Current_Decade","Negative"
2202,"Q3","Current_Decade","Positive"
2203,"Q3","Current_Decade","Negative"
2205,"Q3","Current_Decade","Negative"
2206,"Q3","Current_Decade","Positive"
2207,"Q3","Current_Decade","Positive"
2208,"Q3","Current_Decade","Positive"
2209,"Q3","Current_Decade","Positive"
2210,"Q3","Current_Decade","Positive"
2211,"Q3","Current_Decade","Positive"
2212,"Q3","Current_Decade","Negative"
2213,"Q3","Current_Decade","Negative"
2214,"Q3","Current_Decade","Negative"
2218,"Q3","Current_Decade","Negative"
2219,"Q3","Current_Decade","Positive"
2223,"Q3","Current_Decade","Positive"
2224,"Q3","Current_Decade","Negative"
2225,"Q3","Current_Decade","Negative"
2226,"Q3","Current_Decade","Positive"
2227,"Q3","Current_Decade","Negative"
2230,"Q3","Current_Decade","Negative"
2232,"Q3","Current_Decade","Positive"
2235,"Q3","Current_Decade","Negative"
2238,"Q4","Current_Decade","Negative"
2239,"Q4","Current_Decade","Positive"
2242,"Q4","Current_Decade","Negative"
2243,"Q4","Current_Decade","Positive"
2246,"Q4","Current_Decade","Positive"
2247,"Q4","Current_Decade","Positive"
2249,"Q4","Current_Decade","Positive"
2251,"Q4","Current_Decade","Positive"
2252,"Q4","Current_Decade","Negative"
2253,"Q4","Current_Decade","Negative"
2254,"Q4","Current_Decade","Positive"
2255,"Q4","Current_Decade","Negative"
2257,"Q4","Current_Decade","Positive"
2260,"Q4","Current_Decade","Positive"
2263,"Q4","Current_Decade","Positive"
2265,"Q4","Current_Decade","Positive"
2266,"Q4","Current_Decade","Positive"
2267,"Q4","Current_Decade","Positive"
2268,"Q4","Current_Decade","Negative"
2272,"Q4","Current_Decade","Positive"
2273,"Q4","Current_Decade","Negative"
2275,"Q1","Current_Decade","Positive"
2277,"Q1","Current_Decade","Positive"
2279,"Q1","Current_Decade","Negative"
2281,"Q1","Current_Decade","Negative"
2290,"Q1","Current_Decade","Positive"
2291,"Q1","Current_Decade","Positive"
2294,"Q1","Current_Decade","Negative"
2295,"Q1","Current_Decade","Negative"
2296,"Q1","Current_Decade","Negative"
2297,"Q1","Current_Decade","Negative"
2301,"Q1","Current_Decade","Negative"
2304,"Q1","Current_Decade","Negative"
2305,"Q1","Current_Decade","Negative"
2307,"Q1","Current_Decade","Positive"
2308,"Q1","Current_Decade","Positive"
2309,"Q1","Current_Decade","Negative"
2314,"Q1","Current_Decade","Negative"
2318,"Q1","Current_Decade","Positive"
2321,"Q2","Current_Decade","Negative"
2322,"Q2","Current_Decade","Negative"
2325,"Q2","Current_Decade","Negative"
2326,"Q2","Current_Decade","Negative"
2328,"Q2","Current_Decade","Positive"
2329,"Q2","Current_Decade","Negative"
2330,"Q2","Current_Decade","Negative"
2333,"Q2","Current_Decade","Negative"
2334,"Q2","Current_Decade","Negative"
2335,"Q2","Current_Decade","Negative"
2339,"Q2","Current_Decade","Negative"
2340,"Q2","Current_Decade","Negative"
2341,"Q2","Current_Decade","Negative"
2343,"Q2","Current_Decade","Negative"
2344,"Q2","Current_Decade","Negative"
2345,"Q2","Current_Decade","Negative"
2346,"Q2","Current_Decade","Positive"
2347,"Q2","Current_Decade","Negative"
2348,"Q2","Current_Decade","Positive"
2349,"Q2","Current_Decade","Negative"
2351,"Q2","Current_Decade","Negative"
2354,"Q2","Current_Decade","Negative"
2355,"Q2","Current_Decade","Negative"
2356,"Q2","Current_Decade","Negative"
2360,"Q2","Current_Decade","Positive"
2362,"Q2","Current_Decade","Positive"
2363,"Q2","Current_Decade","Positive"
2365,"Q3","Current_Decade","Positive"
2366,"Q3","Current_Decade","Negative"
2367,"Q3","Current_Decade","Positive"
2368,"Q3","Current_Decade","Positive"
2374,"Q3","Current_Decade","Positive"
2376,"Q3","Current_Decade","Negative"
2377,"Q3","Current_Decade","Positive"
2379,"Q3","Current_Decade","Positive"
2381,"Q3","Current_Decade","Positive"
2382,"Q3","Current_Decade","Negative"
2384,"Q3","Current_Decade","Negative"
2385,"Q3","Current_Decade","Positive"
2386,"Q3","Current_Decade","Positive"
2388,"Q3","Current_Decade","Positive"
2390,"Q3","Current_Decade","Positive"
2394,"Q3","Current_Decade","Negative"
2396,"Q3","Current_Decade","Positive"
2397,"Q3","Current_Decade","Negative"
2398,"Q3","Current_Decade","Negative"
2400,"Q3","Current_Decade","Negative"
2405,"Q3","Current_Decade","Positive"
2406,"Q3","Current_Decade","Positive"
2407,"Q3","Current_Decade","Positive"
2408,"Q3","Current_Decade","Negative"
2411,"Q3","Current_Decade","Negative"
2413,"Q3","Current_Decade","Negative"
2415,"Q4","Current_Decade","Positive"
2417,"Q4","Current_Decade","Positive"
2418,"Q4","Current_Decade","Positive"
2419,"Q4","Current_Decade","Negative"
2422,"Q4","Current_Decade","Negative"
2424,"Q4","Current_Decade","Negative"
2426,"Q4","Current_Decade","Negative"
2428,"Q4","Current_Decade","Negative"
2429,"Q4","Current_Decade","Positive"
2435,"Q4","Current_Decade","Negative"
2438,"Q4","Current_Decade","Positive"
2439,"Q4","Current_Decade","Negative"
2441,"Q4","Current_Decade","Negative"
2442,"Q4","Current_Decade","Positive"
2443,"Q4","Current_Decade","Negative"
2444,"Q4","Current_Decade","Negative"
2448,"Q4","Current_Decade","Positive"
2450,"Q4","Current_Decade","Positive"
2452,"Q1","Current_Decade","Positive"
2453,"Q1","Current_Decade","Positive"
2454,"Q1","Current_Decade","Negative"
2455,"Q1","Current_Decade","Positive"
2459,"Q1","Current_Decade","Negative"
